11727	11797	1	trnL1	tRNA	6.00000006809e-19	global	1
3831	3901	-1	trnQ	tRNA	6.40000010792e-15	global	1
5154	5227	-1	trnN	tRNA	4.99999991226e-14	global	1
3901	3969	1	trnM	tRNA	5.60000010502e-14	global	1
6911	6985	-1	trnS2	tRNA	9.100000213e-14	global	1
14770	14839	1	trnT	tRNA	3.09999991172e-13	global	1
5297	5367	-1	trnY	tRNA	3.60000007235e-13	global	1
5009	5081	1	trnW	tRNA	9.59999983154e-13	global	1
7742	7808	1	trnK	tRNA	1.40000001609e-12	global	1
2693	2766	1	trnL2	tRNA	2.89999990168e-12	global	1
5083	5151	-1	trnA	tRNA	4.30000002619e-12	global	1
9857	9925	1	trnR	tRNA	6.39999988769e-12	global	1
5229	5297	-1	trnC	tRNA	1.99999999201e-11	global	1
0	67	1	trnF	tRNA	2.10000003498e-11	global	1
6989	7057	1	trnD	tRNA	2.50000003338e-11	global	1
9435	9503	1	trnG	tRNA	5.59999997762e-11	global	1
14856	14926	-1	trnP	tRNA	6.39999997443e-11	global	1
15459	15530	-1	trnE	tRNA	1.19999996051e-10	global	1
1034	1105	1	trnV	tRNA	3.29999999549e-10	global	1
11662	11727	1	trnS1	tRNA	4.79999984204e-10	global	1
3752	3823	1	trnI	tRNA	1.09999997999e-09	global	1
11592	11661	1	trnH	tRNA	6.30000016599e-08	global	1
11727	11797	1	trnL1	tRNA	6.00000006809e-19	global	1
3831	3901	-1	trnQ	tRNA	6.40000010792e-15	global	1
5154	5227	-1	trnN	tRNA	4.99999991226e-14	global	1
3901	3969	1	trnM	tRNA	5.60000010502e-14	global	1
6911	6985	-1	trnS2	tRNA	9.100000213e-14	global	1
14770	14839	1	trnT	tRNA	3.09999991172e-13	global	1
5297	5367	-1	trnY	tRNA	3.60000007235e-13	global	1
5009	5081	1	trnW	tRNA	9.59999983154e-13	global	1
7742	7808	1	trnK	tRNA	1.40000001609e-12	global	1
2693	2766	1	trnL2	tRNA	2.89999990168e-12	global	1
5083	5151	-1	trnA	tRNA	4.30000002619e-12	global	1
9857	9925	1	trnR	tRNA	6.39999988769e-12	global	1
5229	5297	-1	trnC	tRNA	1.99999999201e-11	global	1
0	67	1	trnF	tRNA	2.10000003498e-11	global	1
6989	7057	1	trnD	tRNA	2.50000003338e-11	global	1
9435	9503	1	trnG	tRNA	5.59999997762e-11	global	1
14856	14926	-1	trnP	tRNA	6.39999997443e-11	global	1
15459	15530	-1	trnE	tRNA	1.19999996051e-10	global	1
1034	1105	1	trnV	tRNA	3.29999999549e-10	global	1
11662	11727	1	trnS1	tRNA	4.79999984204e-10	global	1
3752	3823	1	trnI	tRNA	1.09999997999e-09	global	1
11592	11661	1	trnH	tRNA	6.30000016599e-08	global	1
18090	18159	1	trnT	tRNA	3.09999991172e-13	global	2
18176	18246	-1	trnP	tRNA	6.39999997443e-11	global	2
18778	18849	-1	trnE	tRNA	1.19999996051e-10	global	2
18090	18159	1	trnT	tRNA	3.09999991172e-13	global	2
18176	18246	-1	trnP	tRNA	6.39999997443e-11	global	2
18778	18849	-1	trnE	tRNA	1.19999996051e-10	global	2
1119	2693	1	rrnL	rRNA	0.0	global	1
67	1034	1	rrnS	rRNA	0.0	global	1
1119	2693	1	rrnL	rRNA	0.0	global	1
67	1034	1	rrnS	rRNA	0.0	global	1
