11769	11839	1	trnL1	tRNA	9.10000003433e-20	global	1
3852	3922	-1	trnQ	tRNA	9.10000000125e-16	global	1
3922	3990	1	trnM	tRNA	8.00000002902e-15	global	1
5317	5387	-1	trnY	tRNA	2.399999924e-14	global	1
1040	1109	1	trnV	tRNA	2.70000002038e-14	global	1
6931	7005	-1	trnS2	tRNA	3.40000007586e-14	global	1
5031	5101	1	trnW	tRNA	3.79999986555e-14	global	1
5178	5251	-1	trnN	tRNA	4.19999999406e-14	global	1
7774	7841	1	trnK	tRNA	1.30000001107e-13	global	1
14808	14876	1	trnT	tRNA	3.89999989768e-13	global	1
7009	7078	1	trnD	tRNA	1.80000003618e-12	global	1
14890	14959	-1	trnP	tRNA	2.69999994584e-12	global	1
2706	2780	1	trnL2	tRNA	3.30000003018e-12	global	1
5103	5171	-1	trnA	tRNA	4.90000011052e-12	global	1
0	67	1	trnF	tRNA	7.39999988369e-12	global	1
9895	9964	1	trnR	tRNA	1.70000003658e-11	global	1
9474	9542	1	trnG	tRNA	4.50000002539e-11	global	1
15483	15554	-1	trnE	tRNA	3.60000002031e-10	global	1
5252	5317	-1	trnC	tRNA	1.40000000481e-09	global	1
11634	11703	1	trnH	tRNA	2.80000000963e-09	global	1
11704	11769	1	trnS1	tRNA	6.40000008545e-09	global	1
3771	3842	1	trnI	tRNA	1.69999996302e-08	global	1
11769	11839	1	trnL1	tRNA	9.10000003433e-20	global	1
3852	3922	-1	trnQ	tRNA	9.10000000125e-16	global	1
3922	3990	1	trnM	tRNA	8.00000002902e-15	global	1
5317	5387	-1	trnY	tRNA	2.399999924e-14	global	1
1040	1109	1	trnV	tRNA	2.70000002038e-14	global	1
6931	7005	-1	trnS2	tRNA	3.40000007586e-14	global	1
5031	5101	1	trnW	tRNA	3.79999986555e-14	global	1
5178	5251	-1	trnN	tRNA	4.19999999406e-14	global	1
7774	7841	1	trnK	tRNA	1.30000001107e-13	global	1
14808	14876	1	trnT	tRNA	3.89999989768e-13	global	1
7009	7078	1	trnD	tRNA	1.80000003618e-12	global	1
14890	14959	-1	trnP	tRNA	2.69999994584e-12	global	1
2706	2780	1	trnL2	tRNA	3.30000003018e-12	global	1
5103	5171	-1	trnA	tRNA	4.90000011052e-12	global	1
0	67	1	trnF	tRNA	7.39999988369e-12	global	1
9895	9964	1	trnR	tRNA	1.70000003658e-11	global	1
9474	9542	1	trnG	tRNA	4.50000002539e-11	global	1
15483	15554	-1	trnE	tRNA	3.60000002031e-10	global	1
5252	5317	-1	trnC	tRNA	1.40000000481e-09	global	1
11634	11703	1	trnH	tRNA	2.80000000963e-09	global	1
11704	11769	1	trnS1	tRNA	6.40000008545e-09	global	1
3771	3842	1	trnI	tRNA	1.69999996302e-08	global	1
16851	16920	-1	trnP	tRNA	2.69999994584e-12	global	2
17445	17516	-1	trnE	tRNA	3.60000002031e-10	global	2
16851	16920	-1	trnP	tRNA	2.69999994584e-12	global	2
17445	17516	-1	trnE	tRNA	3.60000002031e-10	global	2
1118	2705	1	rrnL	rRNA	0.0	global	1
67	1040	1	rrnS	rRNA	0.0	global	1
1118	2705	1	rrnL	rRNA	0.0	global	1
67	1040	1	rrnS	rRNA	0.0	global	1
