11781	11851	1	trnL1	tRNA	4.69999991547e-19	global	1
5199	5271	-1	trnN	tRNA	2.8999999364e-16	global	1
3874	3944	-1	trnQ	tRNA	1.09999997223e-15	global	1
3944	4012	1	trnM	tRNA	9.99999982452e-15	global	1
6954	7027	-1	trnS2	tRNA	1.80000007006e-14	global	1
5340	5410	-1	trnY	tRNA	2.20000002916e-14	global	1
7785	7856	1	trnK	tRNA	4.79999984801e-14	global	1
14900	14969	-1	trnP	tRNA	4.30000002619e-13	global	1
14818	14886	1	trnT	tRNA	1.59999997192e-12	global	1
5053	5126	1	trnW	tRNA	1.80000003618e-12	global	1
2727	2800	1	trnL2	tRNA	1.80000003618e-12	global	1
5128	5196	-1	trnA	tRNA	1.59999999361e-11	global	1
0	68	1	trnF	tRNA	1.59999999361e-11	global	1
1040	1111	1	trnV	tRNA	2.10000003498e-11	global	1
9908	9976	1	trnR	tRNA	2.79999998881e-11	global	1
9483	9551	1	trnG	tRNA	7.49999992666e-11	global	1
5274	5340	-1	trnC	tRNA	1.59999999361e-10	global	1
7030	7098	1	trnD	tRNA	1.80000001015e-10	global	1
15501	15570	-1	trnE	tRNA	2.20000004325e-10	global	1
3794	3865	1	trnI	tRNA	2.59999999308e-09	global	1
11716	11781	1	trnS1	tRNA	9.19999987303e-09	global	1
11646	11715	1	trnH	tRNA	5.80000012462e-08	global	1
11781	11851	1	trnL1	tRNA	4.69999991547e-19	global	1
5199	5271	-1	trnN	tRNA	2.8999999364e-16	global	1
3874	3944	-1	trnQ	tRNA	1.09999997223e-15	global	1
3944	4012	1	trnM	tRNA	9.99999982452e-15	global	1
6954	7027	-1	trnS2	tRNA	1.80000007006e-14	global	1
5340	5410	-1	trnY	tRNA	2.20000002916e-14	global	1
7785	7856	1	trnK	tRNA	4.79999984801e-14	global	1
14900	14969	-1	trnP	tRNA	4.30000002619e-13	global	1
14818	14886	1	trnT	tRNA	1.59999997192e-12	global	1
5053	5126	1	trnW	tRNA	1.80000003618e-12	global	1
2727	2800	1	trnL2	tRNA	1.80000003618e-12	global	1
5128	5196	-1	trnA	tRNA	1.59999999361e-11	global	1
0	68	1	trnF	tRNA	1.59999999361e-11	global	1
1040	1111	1	trnV	tRNA	2.10000003498e-11	global	1
9908	9976	1	trnR	tRNA	2.79999998881e-11	global	1
9483	9551	1	trnG	tRNA	7.49999992666e-11	global	1
5274	5340	-1	trnC	tRNA	1.59999999361e-10	global	1
7030	7098	1	trnD	tRNA	1.80000001015e-10	global	1
15501	15570	-1	trnE	tRNA	2.20000004325e-10	global	1
3794	3865	1	trnI	tRNA	2.59999999308e-09	global	1
11716	11781	1	trnS1	tRNA	9.19999987303e-09	global	1
11646	11715	1	trnH	tRNA	5.80000012462e-08	global	1
18149	18218	-1	trnP	tRNA	4.30000002619e-13	global	2
18067	18135	1	trnT	tRNA	1.59999997192e-12	global	2
18750	18819	-1	trnE	tRNA	2.20000004325e-10	global	2
18149	18218	-1	trnP	tRNA	4.30000002619e-13	global	2
18067	18135	1	trnT	tRNA	1.59999997192e-12	global	2
18750	18819	-1	trnE	tRNA	2.20000004325e-10	global	2
1143	2726	1	rrnL	rRNA	0.0	global	1
68	1039	1	rrnS	rRNA	0.0	global	1
1143	2726	1	rrnL	rRNA	0.0	global	1
68	1039	1	rrnS	rRNA	0.0	global	1
