12941	13013	1	trnL1	tRNA	8.39999973343e-20	global	1
1463	1533	-1	trnQ	tRNA	2.00000000725e-15	global	1
8007	8077	-1	trnS2	tRNA	6.10000009624e-15	global	1
3741	3814	1	trnL2	tRNA	7.69999976323e-14	global	1
15376	15444	-1	trnE	tRNA	1.30000001107e-13	global	1
0	68	1	trnF	tRNA	4.19999999406e-13	global	1
16650	16719	-1	trnP	tRNA	7.49999997003e-13	global	1
6079	6147	1	trnW	tRNA	1.49999999401e-12	global	1
6149	6217	-1	trnA	tRNA	1.89999990567e-12	global	1
4938	5006	1	trnM	tRNA	1.99999999201e-12	global	1
1019	1090	1	trnV	tRNA	2.39999990367e-12	global	1
8850	8922	1	trnK	tRNA	2.60000007635e-12	global	1
6385	6451	-1	trnY	tRNA	2.69999994584e-12	global	1
10638	10709	1	trnG	tRNA	3.69999994185e-12	global	1
6219	6291	-1	trnN	tRNA	5.50000019486e-12	global	1
4794	4862	1	trnI	tRNA	2.99999990128e-11	global	1
6319	6384	-1	trnC	tRNA	6.20000023543e-11	global	1
1795	1865	1	trnT	tRNA	1.00000001335e-10	global	1
11060	11129	1	trnR	tRNA	3.09999997894e-10	global	1
12799	12867	1	trnH	tRNA	2.59999999308e-09	global	1
12869	12935	1	trnS1	tRNA	2.70000000135e-09	global	1
8079	8150	1	trnD	tRNA	1.69999996302e-08	global	1
12941	13013	1	trnL1	tRNA	8.39999973343e-20	global	1
1463	1533	-1	trnQ	tRNA	2.00000000725e-15	global	1
8007	8077	-1	trnS2	tRNA	6.10000009624e-15	global	1
3741	3814	1	trnL2	tRNA	7.69999976323e-14	global	1
15376	15444	-1	trnE	tRNA	1.30000001107e-13	global	1
0	68	1	trnF	tRNA	4.19999999406e-13	global	1
16650	16719	-1	trnP	tRNA	7.49999997003e-13	global	1
6079	6147	1	trnW	tRNA	1.49999999401e-12	global	1
6149	6217	-1	trnA	tRNA	1.89999990567e-12	global	1
4938	5006	1	trnM	tRNA	1.99999999201e-12	global	1
1019	1090	1	trnV	tRNA	2.39999990367e-12	global	1
8850	8922	1	trnK	tRNA	2.60000007635e-12	global	1
6385	6451	-1	trnY	tRNA	2.69999994584e-12	global	1
10638	10709	1	trnG	tRNA	3.69999994185e-12	global	1
6219	6291	-1	trnN	tRNA	5.50000019486e-12	global	1
4794	4862	1	trnI	tRNA	2.99999990128e-11	global	1
6319	6384	-1	trnC	tRNA	6.20000023543e-11	global	1
1795	1865	1	trnT	tRNA	1.00000001335e-10	global	1
11060	11129	1	trnR	tRNA	3.09999997894e-10	global	1
12799	12867	1	trnH	tRNA	2.59999999308e-09	global	1
12869	12935	1	trnS1	tRNA	2.70000000135e-09	global	1
8079	8150	1	trnD	tRNA	1.69999996302e-08	global	1
1986	2057	1	trnV	tRNA	1.49999995064e-11	global	2
1986	2057	1	trnV	tRNA	1.49999995064e-11	global	2
2085	3740	1	rrnL	rRNA	0.0	global	1
69	1017	1	rrnS	rRNA	0.0	global	1
2085	3740	1	rrnL	rRNA	0.0	global	1
69	1017	1	rrnS	rRNA	0.0	global	1
1171	1493	1	rrnL	rRNA	1.49999994457e-28	global	2
1171	1493	1	rrnL	rRNA	1.49999994457e-28	global	2
