11767	11837	1	trnL1	tRNA	5.69999975449e-19	global	1
3857	3927	-1	trnQ	tRNA	9.0999998689e-17	global	1
3927	3995	1	trnM	tRNA	1.69999999558e-15	global	1
5188	5260	-1	trnN	tRNA	2.00000000725e-15	global	1
6944	7017	-1	trnS2	tRNA	1.29999999413e-14	global	1
14889	14957	-1	trnP	tRNA	7.69999976323e-14	global	1
5330	5400	-1	trnY	tRNA	1.4999999398e-13	global	1
5041	5111	1	trnW	tRNA	2.99999987959e-13	global	1
14804	14873	1	trnT	tRNA	3.09999991172e-13	global	1
2705	2778	1	trnL2	tRNA	1.30000003817e-12	global	1
0	67	1	trnF	tRNA	3.10000007435e-12	global	1
7776	7844	1	trnK	tRNA	3.99999998402e-12	global	1
1043	1114	1	trnV	tRNA	4.90000011052e-12	global	1
5113	5181	-1	trnA	tRNA	8.79999979136e-12	global	1
7020	7088	1	trnD	tRNA	4.29999993945e-11	global	1
9893	9961	1	trnR	tRNA	5.99999980255e-11	global	1
15491	15561	-1	trnE	tRNA	9.69999983114e-11	global	1
9471	9539	1	trnG	tRNA	1.70000000188e-10	global	1
11630	11700	1	trnH	tRNA	1.50000001309e-09	global	1
3772	3844	1	trnI	tRNA	3.20000004272e-09	global	1
5264	5330	-1	trnC	tRNA	3.50000006755e-09	global	1
11701	11766	1	trnS1	tRNA	1.30000001874e-08	global	1
11767	11837	1	trnL1	tRNA	5.69999975449e-19	global	1
3857	3927	-1	trnQ	tRNA	9.0999998689e-17	global	1
3927	3995	1	trnM	tRNA	1.69999999558e-15	global	1
5188	5260	-1	trnN	tRNA	2.00000000725e-15	global	1
6944	7017	-1	trnS2	tRNA	1.29999999413e-14	global	1
14889	14957	-1	trnP	tRNA	7.69999976323e-14	global	1
5330	5400	-1	trnY	tRNA	1.4999999398e-13	global	1
5041	5111	1	trnW	tRNA	2.99999987959e-13	global	1
14804	14873	1	trnT	tRNA	3.09999991172e-13	global	1
2705	2778	1	trnL2	tRNA	1.30000003817e-12	global	1
0	67	1	trnF	tRNA	3.10000007435e-12	global	1
7776	7844	1	trnK	tRNA	3.99999998402e-12	global	1
1043	1114	1	trnV	tRNA	4.90000011052e-12	global	1
5113	5181	-1	trnA	tRNA	8.79999979136e-12	global	1
7020	7088	1	trnD	tRNA	4.29999993945e-11	global	1
9893	9961	1	trnR	tRNA	5.99999980255e-11	global	1
15491	15561	-1	trnE	tRNA	9.69999983114e-11	global	1
9471	9539	1	trnG	tRNA	1.70000000188e-10	global	1
11630	11700	1	trnH	tRNA	1.50000001309e-09	global	1
3772	3844	1	trnI	tRNA	3.20000004272e-09	global	1
5264	5330	-1	trnC	tRNA	3.50000006755e-09	global	1
11701	11766	1	trnS1	tRNA	1.30000001874e-08	global	1
16990	17058	-1	trnP	tRNA	7.69999976323e-14	global	2
16905	16974	1	trnT	tRNA	3.09999991172e-13	global	2
17592	17662	-1	trnE	tRNA	9.69999983114e-11	global	2
16990	17058	-1	trnP	tRNA	7.69999976323e-14	global	2
16905	16974	1	trnT	tRNA	3.09999991172e-13	global	2
17592	17662	-1	trnE	tRNA	9.69999983114e-11	global	2
1145	2704	1	rrnL	rRNA	0.0	global	1
67	1043	1	rrnS	rRNA	0.0	global	1
1145	2704	1	rrnL	rRNA	0.0	global	1
67	1043	1	rrnS	rRNA	0.0	global	1
