12364	12436	1	trnL1	tRNA	2.49999992066e-22	global	1
4393	4463	-1	trnQ	tRNA	1.59999997404e-16	global	1
5720	5792	-1	trnN	tRNA	1.09999997223e-15	global	1
5896	5964	-1	trnY	tRNA	3.50000006564e-15	global	1
8360	8433	1	trnK	tRNA	7.69999959383e-15	global	1
4463	4531	1	trnM	tRNA	9.29999993844e-15	global	1
7517	7587	-1	trnS2	tRNA	2.70000002038e-14	global	1
0	67	1	trnF	tRNA	1.4999999398e-13	global	1
5830	5895	-1	trnC	tRNA	1.9999999649e-13	global	1
14795	14863	-1	trnE	tRNA	2.80000008639e-13	global	1
5650	5718	-1	trnA	tRNA	2.90000011852e-13	global	1
16081	16150	-1	trnP	tRNA	7.00000008045e-13	global	1
10483	10551	1	trnR	tRNA	2.10000007834e-12	global	1
5578	5648	1	trnW	tRNA	3.60000007235e-12	global	1
1012	1083	1	trnV	tRNA	3.90000011452e-12	global	1
10061	10133	1	trnG	tRNA	4.20000015669e-12	global	1
16010	16081	1	trnT	tRNA	6.90000010253e-12	global	1
4324	4393	1	trnI	tRNA	1.10000003897e-11	global	1
2775	2848	1	trnL2	tRNA	1.59999999361e-11	global	1
12292	12359	1	trnS1	tRNA	1.19999996051e-10	global	1
12223	12291	1	trnH	tRNA	1.29999996878e-10	global	1
7591	7663	1	trnD	tRNA	1.10000001996e-07	global	1
12364	12436	1	trnL1	tRNA	2.49999992066e-22	global	1
4393	4463	-1	trnQ	tRNA	1.59999997404e-16	global	1
5720	5792	-1	trnN	tRNA	1.09999997223e-15	global	1
5896	5964	-1	trnY	tRNA	3.50000006564e-15	global	1
8360	8433	1	trnK	tRNA	7.69999959383e-15	global	1
4463	4531	1	trnM	tRNA	9.29999993844e-15	global	1
7517	7587	-1	trnS2	tRNA	2.70000002038e-14	global	1
0	67	1	trnF	tRNA	1.4999999398e-13	global	1
5830	5895	-1	trnC	tRNA	1.9999999649e-13	global	1
14795	14863	-1	trnE	tRNA	2.80000008639e-13	global	1
5650	5718	-1	trnA	tRNA	2.90000011852e-13	global	1
16081	16150	-1	trnP	tRNA	7.00000008045e-13	global	1
10483	10551	1	trnR	tRNA	2.10000007834e-12	global	1
5578	5648	1	trnW	tRNA	3.60000007235e-12	global	1
1012	1083	1	trnV	tRNA	3.90000011452e-12	global	1
10061	10133	1	trnG	tRNA	4.20000015669e-12	global	1
16010	16081	1	trnT	tRNA	6.90000010253e-12	global	1
4324	4393	1	trnI	tRNA	1.10000003897e-11	global	1
2775	2848	1	trnL2	tRNA	1.59999999361e-11	global	1
12292	12359	1	trnS1	tRNA	1.19999996051e-10	global	1
12223	12291	1	trnH	tRNA	1.29999996878e-10	global	1
7591	7663	1	trnD	tRNA	1.10000001996e-07	global	1
3082	3143	1	trnL1	tRNA	9.10000017029e-05	global	2
3082	3143	1	trnL1	tRNA	9.10000017029e-05	global	2
1110	2774	1	rrnL	rRNA	0.0	global	1
68	1011	1	rrnS	rRNA	0.0	global	1
1110	2774	1	rrnL	rRNA	0.0	global	1
68	1011	1	rrnS	rRNA	0.0	global	1
5797	5829	1	OL	rep_origin	5.89999990552e-06	global	1
5797	5829	1	OL	rep_origin	5.89999990552e-06	global	1
5797	5829	-1	OL	rep_origin	1.49999996211e-05	global	2
5797	5829	-1	OL	rep_origin	1.49999996211e-05	global	2
